regdom,d3,d4,prop,brand,d5,hosts,rows
fghjkl6.shop,U,SHOP,電子商務,,,1,1
wpal.shop,U,SHOP,電子商務,,,1,1
vhyuixomall.shop,U,SHOP,電子商務,,,1,1
dfdiamall.shop,U,SHOP,電子商務,,,1,1
fxcine.top,U,SHOP,電子商務,,,1,1
gsvzzh.shop,U,SHOP,電子商務,,,1,1
fdsgfdghfdh2.shop,U,SHOP,電子商務,,,1,1
dwef.shop,U,SHOP,電子商務,,,1,1
faitheshopping.store,U,SHOP,電子商務,,,1,1
gsvzzt.shop,U,SHOP,電子商務,,,1,1
odjdsifdu5.shop,U,SHOP,電子商務,,,1,1
vvcfdemall.shop,U,SHOP,電子商務,,,1,1
rwujsz.shop,U,SHOP,電子商務,,,1,1
ndpoqc.shop,U,SHOP,電子商務,,,1,1
vghfx.shop,U,SHOP,電子商務,,,1,1
oekw.bar,U,SHOP,電子商務,,,1,1
ftuy.shop,U,SHOP,電子商務,,,1,1
silloidmall.shop,U,SHOP,電子商務,,,1,1
oprsev.shop,U,SHOP,電子商務,,,1,1
fdhghfghsd2.shop,U,SHOP,電子商務,,,1,1
zrvk.top,U,SHOP,電子商務,,,1,1
cvvv.store,U,SHOP,電子商務,,,1,1
weaa.shop,U,SHOP,電子商務,,,1,1
kaee.store,U,SHOP,電子商務,,,1,1
izopkj.shop,U,SHOP,電子商務,,,1,1
kopuea.shop,U,SHOP,電子商務,,,1,1
nnnh.bar,U,SHOP,電子商務,,,1,1
juiyu.rest,U,SHOP,電子商務,,,1,1
gjoi.rest,U,SHOP,電子商務,,,1,1
cdfa.rest,U,SHOP,電子商務,,,1,1
twshop-quality.store,U,SHOP,電子商務,,,1,1
rcjwy.beer,U,SHOP,電子商務,,,1,1
adpobf.shop,U,SHOP,電子商務,,,1,1
xadf.rest,U,SHOP,電子商務,,,1,1
ruocemk.top,U,SHOP,電子商務,,,1,1
oiluoumall.shop,U,SHOP,電子商務,,,1,1
trevora.top,U,SHOP,電子商務,,,1,1
cathay-tw.com,A,INVEST,金融保險,國泰 Cathay,FIN,15,16
nddd.beer,U,SHOP,電子商務,,,1,1
lbmndmall.shop,U,SHOP,電子商務,,,1,1
ooolifmall.shop,U,SHOP,電子商務,,,1,1
whgfbdr.shop,U,SHOP,電子商務,,,1,1
vhdf.rest,U,SHOP,電子商務,,,1,1
kjvzy.icu,U,SHOP,電子商務,,,1,1
pyuiqr.shop,U,SHOP,電子商務,,,1,1
zaqs.site,U,SHOP,電子商務,,,1,1
kfus.shop,U,SHOP,電子商務,,,1,1
fflmn.top,U,SHOP,電子商務,,,1,1
bgrv.rest,U,SHOP,電子商務,,,1,1
yalosu.store,U,SHOP,電子商務,,,1,1
taimeio.shop,U,SHOP,電子商務,,,1,1
newtw.shop,U,SHOP,電子商務,,,1,1
fhasb.shop,U,SHOP,電子商務,,,1,1
cwef.shop,U,SHOP,電子商務,,,1,1
gsvzzj.shop,U,SHOP,電子商務,,,1,1
gherhj.shop,U,SHOP,電子商務,,,1,1
vghfh.shop,U,SHOP,電子商務,,,1,1
llbbj.shop,U,SHOP,電子商務,,,1,1
gbyn.beer,U,SHOP,電子商務,,,1,1
askf.living,U,SHOP,電子商務,,,1,1
wbopyx.shop,U,SHOP,電子商務,,,1,1
penasuvm.top,U,SHOP,電子商務,,,1,1
llbbm.shop,U,SHOP,電子商務,,,1,1
tkog.living,U,SHOP,電子商務,,,1,1
aimellifluous.top,U,SHOP,電子商務,,,1,1
vghfm.shop,U,SHOP,電子商務,,,1,1
nxya.online,U,SHOP,電子商務,,,1,1
mdpofn.shop,U,SHOP,電子商務,,,1,1
y-i.space,U,SHOP,電子商務,,,1,1
twyh.shop,U,SHOP,電子商務,,,1,1
fewr.store,U,SHOP,電子商務,,,1,1
searchs.net,U,SHOP,電子商務,,,1,1
jjiiv.shop,U,SHOP,電子商務,,,1,1
hsnk.beer,U,SHOP,電子商務,,,1,1
efbtg.shop,U,SHOP,電子商務,,,1,1
csafc.shop,U,SHOP,電子商務,,,1,1
auxtw.online,U,SHOP,電子商務,,,1,1
boiut.shop,U,SHOP,電子商務,,,1,1
yuhg.rest,U,SHOP,電子商務,,,1,1
momopakks.com,U,UNK,資訊服務,,,1,1
owvn.store,U,SHOP,電子商務,,,1,1
dsffdgfdhfgdh1.shop,U,SHOP,電子商務,,,1,1
zirca.shop,U,SHOP,電子商務,,,1,1
cxrr.beer,U,SHOP,電子商務,,,1,1
mtpoqr.shop,U,SHOP,電子商務,,,1,1
cbthgjy.shop,U,SHOP,電子商務,,,1,1
sfdqi.icu,U,SHOP,電子商務,,,1,1
nbsdsad1.top,U,SHOP,電子商務,,,1,1
imxj9v35.buzz,U,UNK,資訊服務,,,1,1
rvuc.beer,U,SHOP,電子商務,,,1,1
nysj.food,U,SHOP,電子商務,,,1,1
vhgdy.bar,U,SHOP,電子商務,,,1,1
momoshopbiefeng888.com,U,SHOP,電子商務,,,1,1
suenoam.shop,U,SHOP,電子商務,,,1,1
11gold.shop,U,SHOP,電子商務,,,1,1
shopeeeshop.shop,A,SHOP,電子商務,Shopee 蝦皮,ECOM,1,1
twggmm.com,U,UNK,資訊服務,,,1,1
fdgfgfgd.shop,U,SHOP,電子商務,,,1,1
muafaf.shop,U,SHOP,電子商務,,,1,1
mfyujh.top,U,SHOP,電子商務,,,1,1
tonhigtmall.shop,U,SHOP,電子商務,,,1,1
haskeyool.com,U,UNK,資訊服務,,,1,1
efopgh.shop,U,SHOP,電子商務,,,1,1
cwaf.shop,U,SHOP,電子商務,,,1,1
dashit.click,U,UNK,資訊服務,,,2,2
fmdqz.icu,U,SHOP,電子商務,,,1,1
vpxhj.xyz,U,SHOP,電子商務,,,1,1
eipofj.shop,U,SHOP,電子商務,,,1,1
bbvfr.xyz,U,SHOP,電子商務,,,1,1
wandiesshop-basket.store,U,SHOP,電子商務,,,1,1
faufd.top,U,SHOP,電子商務,,,1,1
hytg.site,U,SHOP,電子商務,,,1,1
gsvrp.shop,U,SHOP,電子商務,,,1,1
momohaowu.shop,U,SHOP,電子商務,,,1,1
teasingmy.com,U,UNK,資訊服務,,,1,1
vnie.space,U,SHOP,電子商務,,,1,1
ymhtbj.site,U,SHOP,電子商務,,,1,1
onues.top,U,SHOP,電子商務,,,1,1
gret.bar,U,SHOP,電子商務,,,1,1
fhasf.shop,U,SHOP,電子商務,,,1,1
ntvt.shop,U,SHOP,電子商務,,,1,1
zcpsk.bar,U,SHOP,電子商務,,,1,1
djie.space,U,SHOP,電子商務,,,1,1
chouju.shop,U,SHOP,電子商務,,,1,1
imwtbl.site,U,SHOP,電子商務,,,1,1
comine001.cc,U,UNK,資訊服務,,,1,1
siak.bar,U,SHOP,電子商務,,,1,1
fxzsgu.top,U,INVEST,金融保險,,,1,1
viaa22.cc,U,INVEST,金融保險,,,1,1
zawd55.cc,U,INVEST,金融保險,,,1,1
ffwwxk.com,U,SHOP,電子商務,,,1,1
xxjjau.top,U,SHOP,電子商務,,,1,1
luxges.com,U,INVEST,金融保險,,,1,1
kq2f3u.top,U,INVEST,金融保險,,,1,1
twoz.buzz,A,SHOP,運輸倉儲,Kerry 嘉里大榮,LOGI,1,1
myship-711-com-tw-ysx89.top,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
family-byge-tw.shop,U,SHOP,運輸倉儲,,,1,1
731-shop.com,U,INVEST,金融保險,,,1,1
aegeterr.com,U,INVEST,金融保險,,,1,1
myship-7-1-1-tw-com.top,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
family-ymrc-tw.shop,U,SHOP,運輸倉儲,,,1,1
myship-711-com-tw-11nb.cyou,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
myship-711-com-tw-ngj.cyou,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
myship-711-com-tw-55qw.top,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
myship-711-om-tw-4i1h.top,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
dinli.tw,U,INVEST,金融保險,,,1,1
liansvip.cc,U,INVEST,金融保險,,,1,1
myship-711po.top,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
myship-711-com-tw-2te.top,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
myship-711-com-tw-t092.shop,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
eglern.xyz,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
twoj.digital,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
myship7-11-com-tw-w.sbs,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
myship7-11-com-tw-w1.sbs,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
sfexpnrss.com,U,SHOP,運輸倉儲,,,1,1
family-uykr-tw.cyou,U,SHOP,運輸倉儲,,,1,1
myship-711-com-tw-rr53.top,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
myship-711pu.top,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
vb2pf1.top,U,UNK,抽獎博弈,,,1,1
yehmt.buzz,U,INVEST,金融保險,,,1,1
58ffb.cc,U,INVEST,金融保險,,,1,1
zxcds.pro,U,INVEST,金融保險,,,1,1
gamedshop.com.tw,U,INVEST,金融保險,,,1,1
okok.com.tw,U,INVEST,金融保險,,,1,1
ecuof.top,U,INVEST,金融保險,,,1,1
greaotree.com,U,INVEST,金融保險,,,1,1
signnoys.com,U,INVEST,金融保險,,,1,1
viaa11.cc,U,INVEST,金融保險,,,1,1
viaa33.cc,U,INVEST,金融保險,,,1,1
viaa44.cc,U,INVEST,金融保險,,,1,1
viaa55.cc,U,INVEST,金融保險,,,1,1
viaa66.cc,U,INVEST,金融保險,,,1,1
viaa77.cc,U,INVEST,金融保險,,,1,1
viaa88.cc,U,INVEST,金融保險,,,1,1
ldd8028.com,U,INVEST,金融保險,,,1,1
aldtgu.top,U,INVEST,金融保險,,,1,1
zzooxf.sbs,U,INVEST,金融保險,,,1,1
ccqqkd.sbs,U,INVEST,金融保險,,,1,1
fetc-twt.com,U,UNK,資訊服務,,,1,1
sshoxy.com,U,UNK,資訊服務,,,1,1
fuodena.top,U,SHOP,電子商務,,,1,1
zsasaes.xyz,U,SHOP,電子商務,,,1,1
asyuv.shop,U,SHOP,電子商務,,,1,1
viponline-mall.com,U,SHOP,電子商務,,,1,1
usuhcsa.xyz,U,SHOP,電子商務,,,1,1
mupovn.shop,U,SHOP,電子商務,,,1,1
asfgnn.shop,U,SHOP,電子商務,,,1,1
sdfg.rest,U,SHOP,電子商務,,,1,1
xtcysma.com,U,UNK,資訊服務,,,1,1
vsdvwda.xyz,U,SHOP,電子商務,,,1,1
fhasl.shop,U,SHOP,電子商務,,,1,1
tpgyy.cc,U,SHOP,電子商務,,,1,1
sshgd.asia,U,SHOP,電子商務,,,1,1
ginzasix.store,U,SHOP,電子商務,,,1,1
dsffdgfdg1.shop,U,SHOP,電子商務,,,1,1
pedszxdlc.shop,U,SHOP,電子商務,,,1,1
kq7z2.xyz,U,UNK,資訊服務,,,1,1
upecrypto.com,U,UNK,資訊服務,,,1,1
qurpoa.top,U,SHOP,電子商務,,,1,1
markebtfg.com,U,UNK,資訊服務,,,1,1
tyujjhg.shop,U,SHOP,電子商務,,,1,1
tjx-shop.store,U,SHOP,電子商務,,,1,1
djmk.bar,U,SHOP,電子商務,,,1,1
seosee.bar,U,SHOP,電子商務,,,1,1
wsykhb.com,U,UNK,資訊服務,,,1,1
tkmall-globas.com,U,SHOP,電子商務,,,1,1
hashkeyvgy.com,U,UNK,資訊服務,,,1,1
haskeyghj.com,U,UNK,資訊服務,,,1,1
rgrthh.shop,U,SHOP,電子商務,,,1,1
yshbcsa.xyz,U,SHOP,電子商務,,,1,1
mmiuo.top,U,SHOP,電子商務,,,1,1
wwssa.asia,U,SHOP,電子商務,,,1,1
iernoe.shop,U,SHOP,電子商務,,,1,1
wbpoxd.shop,U,SHOP,電子商務,,,1,1
gsvrb.shop,U,SHOP,電子商務,,,1,1
ruoyang01.site,U,SHOP,電子商務,,,1,1
vwse.space,U,SHOP,電子商務,,,1,1
llooj.shop,U,SHOP,電子商務,,,1,1
moshopcyx688.com,U,SHOP,電子商務,,,1,1
hamyder.store,U,SHOP,電子商務,,,1,1
fhasg.shop,U,SHOP,電子商務,,,1,1
wxpoyz.shop,U,SHOP,電子商務,,,1,1
ysdhfn.shop,U,SHOP,電子商務,,,1,1
uosyx.rest,U,SHOP,電子商務,,,1,1
bbtgb.asia,U,SHOP,電子商務,,,1,1
fhass.shop,U,SHOP,電子商務,,,1,1
xmial.site,U,SHOP,電子商務,,,1,1
jinsufan.top,U,SHOP,電子商務,,,1,1
apqo.bar,U,SHOP,電子商務,,,1,1
gsvzzi.shop,U,SHOP,電子商務,,,1,1
db6.top,U,INVEST,金融保險,,,1,1
expressyxz-tw.top,U,SHOP,運輸倉儲,,,1,1
hourmon.com,U,INVEST,金融保險,,,1,1
myship-711-com-tw-dnr6.cyou,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
vet7jh.top,U,INVEST,金融保險,,,1,1
family-ejmw-tw.shop,U,SHOP,運輸倉儲,,,1,1
eefs.cyou,U,INVEST,金融保險,,,2,2
58alt.cc,U,INVEST,金融保險,,,1,1
eseskxsljhk.com,U,INVEST,金融保險,,,1,1
loook--love.top,U,INVEST,金融保險,,,1,1
mdtub.com,U,INVEST,金融保險,,,1,1
changhwa-topup.cam,U,INVEST,金融保險,,,1,1
pay-chunghwa.vu,U,INVEST,金融保險,,,1,1
twoz.club,A,SHOP,運輸倉儲,Kerry 嘉里大榮,LOGI,1,1
twoj.world,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
okuket.xyz,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
risfilm.xyz,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
myship-7-11-com-tw.shop,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
ydl2win.xyz,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
yw6285.xyz,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
myship-711-com-tw-41qw.cyou,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
myship-711-com-tw-bas61.top,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
myship7-11-com-tw-w3.sbs,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
myship7-11-com-tw-w4.sbs,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
myship-7-11-dmf.top,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
myship-7-11-yhxd.top,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
sfexptrss.com,U,SHOP,運輸倉儲,,,1,1
ssomeetw.com,U,INVEST,金融保險,,,1,1
cat-et.top,U,SHOP,運輸倉儲,,,1,1
cat-mb.top,U,SHOP,運輸倉儲,,,1,1
myship7-11-ncys-tw.cyou,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
tw05wt.vip,U,INVEST,金融保險,,,1,1
7-11-eleven.pics,U,SHOP,運輸倉儲,,,1,1
family-marts.top,A,SHOP,運輸倉儲,全家 FamilyMart,LOGI,1,1
hwdone.cc,U,INVEST,金融保險,,,1,1
qatvrc.xyz,U,SHOP,電子商務,,,1,1
sdhsfsjff.cc,U,INVEST,金融保險,,,1,1
tasfv.shop,U,SHOP,電子商務,,,1,1
crz319.xyz,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
talkwithtw.com,U,INVEST,金融保險,,,1,1
keryxpress.top,U,SHOP,運輸倉儲,,,1,1
ubotfree.com,U,INVEST,金融保險,,,1,1
zzyyme.com,U,INVEST,金融保險,,,1,1
ssoodv.top,U,INVEST,金融保險,,,1,1
zzqqrz.sbs,U,INVEST,金融保險,,,1,1
dnksioex.cc,U,INVEST,金融保險,,,1,1
yushnsas.com,U,INVEST,金融保險,,,1,1
gjkslioeo.com,U,INVEST,金融保險,,,1,1
sefhjs.com,U,INVEST,金融保險,,,1,1
xn--db6-qu8f274ajxhn7p.top,U,SHOP,運輸倉儲,,,1,1
fxl.motorcycles,U,INVEST,金融保險,,,1,1
ibbca.art,U,SHOP,電子商務,,,1,1
famiport-com-tw-ou.shop,A,SHOP,運輸倉儲,全家 FamilyMart,LOGI,1,1
family-fexu-tw.shop,U,SHOP,運輸倉儲,,,1,1
myship7-11-ngtb-tw.shop,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
myship7-11-srbj-tw.shop,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
myship-711-com-tw-uitoq12.top,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
myship-711-com-tw-ppiw2.shop,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
myship-7-1-1-tw-com.xyz,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
com.ar,A,INVEST,金融保險,中信 CTBC,FIN,3,3
vivagoue.com,U,UNK,資訊服務,,,1,1
moogoue.com,U,UNK,資訊服務,,,1,1
vivagoue.top,U,UNK,資訊服務,,,1,1
e-invoiceplatefm-tw.com,A,IMPGOV,政府機構與國營事業,財政部電子發票,GOV,1,1
ekostatus.lt,U,INVEST,金融保險,,,1,1
styeges.top,U,UNK,資訊服務,,,1,1
qixu-notify.net,U,UNK,資訊服務,,,1,1
qixutechtw.com,U,UNK,資訊服務,,,1,1
t-raspw.pro,U,UNK,資訊服務,,,1,1
btccapp.help,U,UNK,資訊服務,,,1,1
jikadada.shop,U,SHOP,電子商務,,,1,1
markeukjws.com,U,UNK,資訊服務,,,1,1
aassa.shop,U,SHOP,電子商務,,,1,1
cfofirmall.shop,U,SHOP,電子商務,,,1,1
funcoa.shop,U,SHOP,電子商務,,,1,1
rszgxc.shop,U,SHOP,電子商務,,,1,1
jjuul.shop,U,SHOP,電子商務,,,1,1
xtkdy.com,U,UNK,資訊服務,,,1,1
gldi.online,U,SHOP,電子商務,,,1,1
rolxetf.me,U,SHOP,電子商務,,,1,1
ciioee.rest,U,SHOP,電子商務,,,1,1
wcyky.beer,U,SHOP,電子商務,,,1,1
keepait.shop,U,SHOP,電子商務,,,1,1
wescare.shop,U,SHOP,電子商務,,,1,1
rckyn.xyz,U,SHOP,電子商務,,,1,1
etnti.beer,U,SHOP,電子商務,,,1,1
mutw.shop,U,SHOP,電子商務,,,1,1
gfhv.online,U,SHOP,電子商務,,,1,1
xfhan.shop,U,SHOP,電子商務,,,1,1
jgyhg.icu,U,SHOP,電子商務,,,1,1
nonenoa.top,U,SHOP,電子商務,,,1,1
lbqio.shop,U,SHOP,電子商務,,,1,1
hgjythgr.shop,U,SHOP,電子商務,,,1,1
xfhae.shop,U,SHOP,電子商務,,,1,1
ushdscds.xyz,U,SHOP,電子商務,,,1,1
dsfjsdjfd6.shop,U,SHOP,電子商務,,,1,1
cfhth.shop,U,SHOP,電子商務,,,1,1
rreshde.xyz,U,SHOP,電子商務,,,1,1
wosl.rest,U,SHOP,電子商務,,,1,1
faithgg.shop,U,SHOP,電子商務,,,1,1
atpx.store,U,SHOP,電子商務,,,1,1
ccxxp.shop,U,SHOP,電子商務,,,1,1
sedkcsfe.online,U,SHOP,電子商務,,,1,1
kkiik.shop,U,SHOP,電子商務,,,1,1
wvrf.site,U,SHOP,電子商務,,,1,1
qiansui01.site,U,SHOP,電子商務,,,1,1
qdvgy.shop,U,SHOP,電子商務,,,1,1
wosj.rest,U,SHOP,電子商務,,,1,1
aamki.top,U,SHOP,電子商務,,,1,1
wpfgb.beer,U,SHOP,電子商務,,,1,1
opupp.xyz,U,SHOP,電子商務,,,1,1
tisi14.shop,U,SHOP,電子商務,,,1,1
kindneses.top,U,SHOP,電子商務,,,1,1
fhast.shop,U,SHOP,電子商務,,,1,1
fhasv.shop,U,SHOP,電子商務,,,1,1
mshidb.shop,U,SHOP,電子商務,,,1,1
blasur.store,U,SHOP,電子商務,,,1,1
pbkvj.asia,U,SHOP,電子商務,,,1,1
trhdu.bar,U,SHOP,電子商務,,,1,1
redeenmall.shop,U,SHOP,電子商務,,,1,1
yrbaq.shop,U,SHOP,電子商務,,,1,1
ttiav.top,U,SHOP,電子商務,,,1,1
jinmoli01.site,U,SHOP,電子商務,,,1,1
vftrolimall.shop,U,SHOP,電子商務,,,1,1
charmzrr.shop,U,SHOP,電子商務,,,1,1
cusg.food,U,SHOP,電子商務,,,1,1
kntyro.shop,U,SHOP,電子商務,,,1,1
uievdgweb.shop,U,SHOP,電子商務,,,1,1
aibcpr.xyz,U,SHOP,電子商務,,,1,1
elopmg.shop,U,SHOP,電子商務,,,1,1
vggiliodmall.shop,U,SHOP,電子商務,,,1,1
piwl.shop,U,SHOP,電子商務,,,1,1
wyewmall.shop,U,SHOP,電子商務,,,1,1
ertgghj1.shop,U,SHOP,電子商務,,,1,1
yruttgfmall.shop,U,SHOP,電子商務,,,1,1
xhgkt.xyz,U,SHOP,電子商務,,,1,1
agpobh.shop,U,SHOP,電子商務,,,1,1
swpouv.shop,U,SHOP,電子商務,,,1,1
lloyallovel.com,U,UNK,資訊服務,,,1,1
bejuab.shop,U,SHOP,電子商務,,,1,1
gfdgfdghdf.shop,U,SHOP,電子商務,,,1,1
xiangrui.space,U,SHOP,電子商務,,,1,1
handeyz.shop,U,SHOP,電子商務,,,1,1
tencoma.top,U,SHOP,電子商務,,,1,1
nuqnaop.top,U,SHOP,電子商務,,,1,1
uonyen.shop,U,SHOP,電子商務,,,1,1
ivolarmall.shop,U,SHOP,電子商務,,,1,1
ksldirmall.shop,U,SHOP,電子商務,,,1,1
sbopat.shop,U,SHOP,電子商務,,,1,1
skeruz.shop,U,SHOP,電子商務,,,1,1
wnthw.top,U,SHOP,電子商務,,,1,1
porducemall.shop,U,SHOP,電子商務,,,1,1
ehpoci.shop,U,SHOP,電子商務,,,1,1
mgc6ae.asia,U,SHOP,電子商務,,,1,1
qbkbu.beer,U,SHOP,電子商務,,,1,1
mzqvx.icu,U,SHOP,電子商務,,,1,1
pmii.beer,U,SHOP,電子商務,,,1,1
lzmkg.icu,U,SHOP,電子商務,,,1,1
peaceyy.shop,U,SHOP,電子商務,,,1,1
ocjheumall.shop,U,SHOP,電子商務,,,1,1
stopyq.shop,U,SHOP,電子商務,,,1,1
prxidez.shop,U,SHOP,電子商務,,,1,1
xtsuv.com,U,UNK,資訊服務,,,1,1
wandiesshop-shelf.store,U,SHOP,電子商務,,,1,1
wjpnd.xyz,U,SHOP,電子商務,,,1,1
vlowmall.shop,U,SHOP,電子商務,,,1,1
qzuirs.shop,U,SHOP,電子商務,,,1,1
muniana.top,U,SHOP,電子商務,,,1,1
toncuep.shop,U,SHOP,電子商務,,,1,1
herhdg.shop,U,SHOP,電子商務,,,1,1
miejwhg.shop,U,SHOP,電子商務,,,1,1
twnews.shop,U,SHOP,電子商務,,,9,9
pokertw.shop,U,SHOP,電子商務,,,1,1
xwxs.living,U,SHOP,電子商務,,,1,1
ibopam.shop,U,SHOP,電子商務,,,1,1
nubena.top,U,SHOP,電子商務,,,1,1
nucar.beer,U,SHOP,電子商務,,,1,1
trecndz.shop,U,SHOP,電子商務,,,1,1
gloadbxhsb.vip,U,UNK,資訊服務,,,1,1
szkcxskz.shop,U,SHOP,電子商務,,,1,1
srpowt.shop,U,SHOP,電子商務,,,1,1
vptyqs.shop,U,SHOP,電子商務,,,1,1
ascl.shop,U,SHOP,電子商務,,,1,1
aiuev.shop,U,SHOP,電子商務,,,1,1
puib.beer,U,SHOP,電子商務,,,1,1
uhftt.xyz,U,SHOP,電子商務,,,1,1
hmvtck.site,U,SHOP,電子商務,,,1,1
mufeia.top,U,SHOP,電子商務,,,1,1
bvhd.online,U,SHOP,電子商務,,,1,1
hktwlanecrawford.tw,U,UNK,資訊服務,,,1,1
dashit.icu,U,UNK,資訊服務,,,1,1
moshop123.com,U,SHOP,電子商務,,,1,1
yjxzk.xyz,U,SHOP,電子商務,,,1,1
ggffk.shop,U,SHOP,電子商務,,,1,1
uujjb.asia,U,SHOP,電子商務,,,1,1
vz2jqk.asia,U,SHOP,電子商務,,,1,1
eyok.bar,U,SHOP,電子商務,,,1,1
vvffo.shop,U,SHOP,電子商務,,,1,1
ekoplf.shop,U,SHOP,電子商務,,,1,1
gdha.top,U,SHOP,電子商務,,,1,1
iuws.site,U,SHOP,電子商務,,,1,1
tuwenb.top,U,SHOP,電子商務,,,1,1
sg2qt.shop,U,SHOP,電子商務,,,1,1
prwyp.beer,U,SHOP,電子商務,,,1,1
xagood.shop,U,SHOP,電子商務,,,1,1
cracker21.shop,U,SHOP,電子商務,,,1,1
watw.shop,U,SHOP,電子商務,,,1,1
keumena.shop,U,SHOP,電子商務,,,1,1
enopog.shop,U,SHOP,電子商務,,,1,1
fkfoemall.shop,U,SHOP,電子商務,,,1,1
stpouv.shop,U,SHOP,電子商務,,,1,1
xbko.living,U,SHOP,電子商務,,,1,1
cnsxjf.bar,U,SHOP,電子商務,,,1,1
kkiib.shop,U,SHOP,電子商務,,,1,1
wimsdl.shop,U,SHOP,電子商務,,,1,1
oskal.shop,U,SHOP,電子商務,,,1,1
hhiif.shop,U,SHOP,電子商務,,,1,1
lbqiw.shop,U,SHOP,電子商務,,,1,1
cthsxf.shop,U,SHOP,電子商務,,,1,1
storezi.shop,U,SHOP,電子商務,,,1,1
sdrjp.top,U,INVEST,金融保險,,,1,1
ghdshfsfs.cc,U,INVEST,金融保險,,,1,1
famipor591.click,A,SHOP,運輸倉儲,全家 FamilyMart,LOGI,1,1
expresk1.top,U,SHOP,運輸倉儲,,,1,1
keexpress.lol,U,SHOP,運輸倉儲,,,1,1
scfhjx.xyz,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
myship-711-com-tw-53tq.cyou,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
belightup.com,U,INVEST,金融保險,,,1,1
myship-711-com-tw-63ww.cyou,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
myship7-11-kwmw-tw.shop,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
family-eskc-tw.shop,U,SHOP,運輸倉儲,,,1,1
family-go.top,A,SHOP,運輸倉儲,全家 FamilyMart,LOGI,3,3
family-nyhc-tw.shop,U,SHOP,運輸倉儲,,,1,1
titangels.com.tw,U,INVEST,金融保險,,,1,1
swisssw.com,U,INVEST,金融保險,,,1,1
okm.com.tw,U,INVEST,金融保險,,,1,1
okwan.cc,U,INVEST,金融保險,,,1,1
oommcl.top,U,INVEST,金融保險,,,1,1
suregoue.com,U,UNK,資訊服務,,,1,1
galusgaming.pl,U,INVEST,金融保險,,,1,1
cnyza.icu,U,SHOP,電子商務,,,1,1
taww.shop,U,SHOP,電子商務,,,1,1
tvdudroc.com,U,UNK,資訊服務,,,1,1
cgey.shop,U,SHOP,電子商務,,,1,1
vozfrio.top,U,SHOP,電子商務,,,1,1
bit-zhaobi.net,U,UNK,資訊服務,,,1,1
gdte.shop,U,SHOP,電子商務,,,1,1
siefhh.shop,U,SHOP,電子商務,,,1,1
btccapp.shop,U,UNK,資訊服務,,,1,1
tkpartnars.com,U,SHOP,電子商務,,,1,1
