編號,網域,創建日期,D3,D4,D5,entity,method,conf
571,hi-raeth.top,2023-08-01T14:19:54,U,SHOP,,(generic 一頁式),rule-generic,L
572,wqwenmarket.top,2024-10-08T10:28:59,U,SHOP,,(generic 一頁式),rule-generic,L
573,calciumn663.top,2024-10-10T11:38:22,U,SHOP,,(generic 一頁式),rule-generic,L
574,calculatebbe.top,2024-10-10T11:38:22,U,SHOP,,(generic 一頁式),rule-generic,L
575,ogtgt.cn,2024-11-11T21:30:45,U,SHOP,,(generic 一頁式),rule-generic,L
576,nzelkl.shop,2024-03-06T09:13:59,U,SHOP,,(generic 一頁式),rule-generic,L
577,fvfb.store,2024-04-10T02:36:04,U,SHOP,,(generic 一頁式),rule-generic,L
578,zh-case.ubpages.com,2015-12-14T19:09:35,U,SHOP,,(generic 一頁式),rule-generic,L
579,nprod.asia,2024-08-08T02:29:53,U,SHOP,,(generic 一頁式),rule-generic,L
580,palnavigator.online,2024-01-31T11:02:19,U,SHOP,,(generic 一頁式),rule-generic,L
581,ssghj-01.top,2024-10-15T01:10:55,U,SHOP,,(generic 一頁式),rule-generic,L
582,sjyx8.happyyx.top,2023-07-23T06:40:17,A,SHOP,ECOM,蝦皮,rule-desc,H
583,www.fa8o.xyz,2024-12-17T12:32:50,U,SHOP,,(generic 一頁式),rule-generic,L
584,fortunetrack.cc,2024-12-21T10:34:07,U,SHOP,,(generic 一頁式),rule-generic,L
585,bulushopping.com,2024-10-22T10:00:53,U,SHOP,,(generic 一頁式),rule-generic,L
586,jffvddhdf.one,2024-12-21T10:34:04,U,SHOP,,(generic 一頁式),rule-generic,L
587,ccimbc.xyz,2024-12-04T10:47:52,U,SHOP,,(generic 一頁式),rule-generic,L
588,fvdxcuvwxy.my,2024-12-21T10:34:07,U,SHOP,,(generic 一頁式),rule-generic,L
589,captuuure.my,2024-12-21T10:34:15,U,SHOP,,(generic 一頁式),rule-generic,L
590,vdrgrwr.one,2024-12-21T10:34:11,U,SHOP,,(generic 一頁式),rule-generic,L
591,inspiredreads.my,2024-12-21T10:33:44,U,SHOP,,(generic 一頁式),rule-generic,L
592,atyjahahjs.my,2024-12-21T10:33:54,U,SHOP,,(generic 一頁式),rule-generic,L
593,www.fafa8o8o.xyz,2024-12-17T11:22:24,U,SHOP,,(generic 一頁式),rule-generic,L
594,aeizc.top,2024-09-30T01:04:22,A,SHOP,ECOM,樂信,rule-desc,H
595,psiua.top,2023-03-06T01:45:10,A,SHOP,ECOM,樂信,rule-desc,H
596,freedommind.one,2024-12-24T13:06:26,U,SHOP,,(generic 一頁式),rule-generic,L
597,www.kinsleycpa.top,2024-05-20T06:47:36,U,SHOP,,(generic 一頁式),rule-generic,L
598,heartvibes.my,2024-12-24T13:06:19,U,SHOP,,(generic 一頁式),rule-generic,L
599,sjtw1.anlottery.com,2024-12-27T09:31:42,A,SHOP,ECOM,蝦皮,rule-desc,H
600,www.rakutenxs.com,2024-12-27T13:16:00,A,SHOP,ECOM,台灣樂天,rule-desc,H
601,bstoz.top,2024-09-30T01:04:21,A,SHOP,ECOM,樂信,rule-desc,H
602,rakutenmerchantu.com,2024-11-27T10:50:48,A,SHOP,ECOM,台灣樂天,rule-desc,H
603,www.chenxianga.com,2023-05-22T02:29:32,U,SHOP,,(generic 一頁式),rule-generic,L
604,asiamallpro.com,2024-01-22T11:42:27,U,SHOP,,(generic 一頁式),rule-generic,L
605,pollurrtion.cc,2024-12-27T02:52:14,U,SHOP,,(generic 一頁式),rule-generic,L
606,equitiesmarketqc.my,2024-12-29T06:25:46,U,SHOP,,(generic 一頁式),rule-generic,L
607,imjt.store,2024-10-24T08:07:04,U,SHOP,,(generic 一頁式),rule-generic,L
608,undeffrstand.cc,2024-12-29T06:26:10,U,SHOP,,(generic 一頁式),rule-generic,L
609,fastjumcvc.cc,2024-12-27T02:51:50,U,SHOP,,(generic 一頁式),rule-generic,L
610,tw.mjjsk.shop,2023-08-27T09:08:28,U,SHOP,,(generic 一頁式),rule-generic,L
611,wxzxbvblv.my,2024-05-23T03:21:44,U,SHOP,,(generic 一頁式),rule-generic,L
612,fastlincvbdc.cc,2024-12-27T02:51:57,U,SHOP,,(generic 一頁式),rule-generic,L
613,marketplaces.shopacckly.com,2024-05-23T03:21:44,U,SHOP,,(generic 一頁式),rule-generic,L
614,bexcstchoice.my,2024-12-31T10:02:58,U,SHOP,,(generic 一頁式),rule-generic,L
615,aciuiicess.cc,2024-12-31T10:02:28,U,SHOP,,(generic 一頁式),rule-generic,L
616,zolund.xyz,2024-11-19T08:37:25,U,SHOP,,(generic 一頁式),rule-generic,L
617,clebhnarview.one,2024-12-31T10:02:52,U,SHOP,,(generic 一頁式),rule-generic,L
618,jaitce.com,2023-02-24T07:04:50,A,SHOP,ECOM,樂信,rule-desc,H
619,gimrs.top,2024-11-04T07:22:50,A,SHOP,ECOM,樂信,rule-desc,H
620,viprakutenmu.com,2025-01-07T08:57:08,A,SHOP,ECOM,台灣樂天,rule-desc,H
621,viprakutensx.vip,2025-01-14T03:33:46,A,SHOP,ECOM,台灣樂天,rule-desc,H
622,www.viprakutenzy.com,2025-01-14T03:59:38,A,SHOP,ECOM,台灣樂天,rule-desc,H
623,serenesky.my,2025-01-11T07:48:04,U,SHOP,,(generic 一頁式),rule-generic,L
624,richfind.my,2025-01-11T07:48:06,U,SHOP,,(generic 一頁式),rule-generic,L
625,stoctttrks.my,2025-01-11T07:48:37,U,SHOP,,(generic 一頁式),rule-generic,L
626,tw.shopee.selfhelp933.com,2024-12-22T06:35:06,A,SHOP,ECOM,蝦皮,rule-desc,H
627,www.edjor.xyz,2024-12-02T06:13:06,U,SHOP,,(generic 一頁式),rule-generic,L
628,kdsxs.top,2024-08-24T03:10:30,U,SHOP,,(generic 一頁式),rule-generic,L
629,team-tw.com,2025-01-09T16:40:51,U,SHOP,,(generic 一頁式),rule-generic,L
630,poue.store,2024-10-25T06:08:47,U,SHOP,,(generic 一頁式),rule-generic,L
631,rakutenmurchants.com,2025-01-11T11:45:34,A,SHOP,ECOM,台灣樂天,rule-desc,H
632,bopcure.top,2025-01-06T08:06:43,U,SHOP,,(generic 一頁式),rule-generic,L
633,calciumber.top,2024-10-10T11:38:22,U,SHOP,,(generic 一頁式),rule-generic,L
634,auotma.shop,2024-05-30T10:41:13,U,SHOP,,(generic 一頁式),rule-generic,L
635,eyucns.top,2024-12-31T05:48:43,U,SHOP,,(generic 一頁式),rule-generic,L
636,xuanli.shop,2024-07-16T02:30:47,U,SHOP,,(generic 一頁式),rule-generic,L
637,beauty-tw.com,2024-06-22T02:17:01,U,SHOP,,(generic 一頁式),rule-generic,L
638,reem12e.top,2024-12-16T09:01:24,U,SHOP,,(generic 一頁式),rule-generic,L
639,sljyaselxfdaazzd.shop,2024-07-01T08:35:20,U,SHOP,,(generic 一頁式),rule-generic,L
640,tw.klhly.top,2024-07-21T16:48:43,U,SHOP,,(generic 一頁式),rule-generic,L
641,24hourtools.top,2023-09-10T06:02:10,U,SHOP,,(generic 一頁式),rule-generic,L
642,mchsdees.xyz,2024-12-18T09:59:30,U,SHOP,,(generic 一頁式),rule-generic,L
643,jhjdg.store,2024-11-18T09:54:28,U,SHOP,,(generic 一頁式),rule-generic,L
644,sdghh.icu,2024-11-19T09:05:40,U,SHOP,,(generic 一頁式),rule-generic,L
645,autced.top,2024-12-06T05:22:09,U,SHOP,,(generic 一頁式),rule-generic,L
646,etf888.vip,2025-01-02T06:23:25,U,SHOP,,(generic 一頁式),rule-generic,L
647,www.nifeojsgesjf91.top,2024-06-19T06:28:30,U,SHOP,,(generic 一頁式),rule-generic,L
648,pal.osorjgqwfe.top,2024-07-01T08:35:20,U,SHOP,,(generic 一頁式),rule-generic,L
649,www.mcecisesew01.top,2024-02-21T03:24:34,U,SHOP,,(generic 一頁式),rule-generic,L
650,unquestionability.top,2025-01-15T09:44:12,U,SHOP,,(generic 一頁式),rule-generic,L
651,hvfd.store,2024-11-05T09:14:28,U,SHOP,,(generic 一頁式),rule-generic,L
652,supputuort.cc,2024-12-31T10:02:30,U,SHOP,,(generic 一頁式),rule-generic,L
653,kindnewwwss.cc,2024-12-31T10:02:28,U,SHOP,,(generic 一頁式),rule-generic,L
654,dbhssb.com,2024-08-14T09:09:54,U,SHOP,,(generic 一頁式),rule-generic,L
655,d3f62e4f.nungde.me,2024-06-26T10:01:20,U,SHOP,,(generic 一頁式),rule-generic,L
656,sque.pw,2024-12-06T06:27:50,U,SHOP,,(generic 一頁式),rule-generic,L
657,24hoursho.top,2022-10-18T08:03:21,U,SHOP,,(generic 一頁式),rule-generic,L
658,tw-online.top,2024-06-04T09:15:03,U,SHOP,,(generic 一頁式),rule-generic,L
659,twcyz.shop,2024-05-17T04:51:42,U,SHOP,,(generic 一頁式),rule-generic,L
660,qxunf.asia,2024-01-16T04:57:46,U,SHOP,,(generic 一頁式),rule-generic,L
661,tvbj.store,2024-07-02T07:34:35,U,SHOP,,(generic 一頁式),rule-generic,L
662,24hoursgh.top,2022-10-18T08:03:22,U,SHOP,,(generic 一頁式),rule-generic,L
663,channelapexflow.click,2024-09-16T03:37:47,U,SHOP,,(generic 一頁式),rule-generic,L
664,tranquil-malabi-fd5c94.netlify.app,2018-05-08T22:48:05,U,SHOP,,(generic 一頁式),rule-generic,L
665,markettplacea.shopyuri.live,2024-09-24T03:13:36,U,SHOP,,(generic 一頁式),rule-generic,L
666,9968ne.shop,2023-04-01T09:47:22,U,SHOP,,(generic 一頁式),rule-generic,L
667,louissse.shop,2024-06-16T14:02:17,U,SHOP,,(generic 一頁式),rule-generic,L
668,99865to.shop,2023-04-01T09:47:10,U,SHOP,,(generic 一頁式),rule-generic,L
669,gtaw.asia,2024-08-06T13:22:46,U,SHOP,,(generic 一頁式),rule-generic,L
670,universe-entertaining.com,2025-01-27T05:48:23,U,SHOP,,(generic 一頁式),rule-generic,L
671,www.gorgmall.shop,2024-12-27T08:31:29,U,SHOP,,(generic 一頁式),rule-generic,L
672,guvj.store,2024-11-08T02:14:32,U,SHOP,,(generic 一頁式),rule-generic,L
673,xvgj.store,2024-10-25T07:39:53,U,SHOP,,(generic 一頁式),rule-generic,L
674,mazuss.weebly.com,2006-03-29T00:25:07,U,SHOP,,(generic 一頁式),rule-generic,L
675,renasss.shop,2024-06-16T14:02:10,U,SHOP,,(generic 一頁式),rule-generic,L
676,abriell.shop,2024-06-16T14:02:13,U,SHOP,,(generic 一頁式),rule-generic,L
677,explosion-00963.top,2023-08-01T14:29:57,U,SHOP,,(generic 一頁式),rule-generic,L
678,xiapishepiwangtw.com,2024-12-11T14:45:27,U,SHOP,,(generic 一頁式),rule-generic,L
679,xkzln.store,2024-11-05T09:46:26,U,SHOP,,(generic 一頁式),rule-generic,L
680,tesaoooa.shop,2024-06-16T14:02:15,U,SHOP,,(generic 一頁式),rule-generic,L
681,www.hoenfile.com,2024-09-25T01:34:03,U,SHOP,,(generic 一頁式),rule-generic,L
682,www.rakutenss.com,2024-11-28T11:21:07,A,SHOP,ECOM,台灣樂天,rule-desc,H
683,olkmj.icu,2024-11-15T02:47:04,U,SHOP,,(generic 一頁式),rule-generic,L
684,lxbhu.uno,2024-12-02T09:55:57,U,SHOP,,(generic 一頁式),rule-generic,L
685,lxvvxcxcrmnp.my,2025-01-23T02:45:53,U,SHOP,,(generic 一頁式),rule-generic,L
686,dfqsdfcdspkhz.my,2025-01-23T02:45:54,U,SHOP,,(generic 一頁式),rule-generic,L
687,xinb.fokd.store,2024-11-19T17:25:52,A,SHOP,ECOM,樂信,rule-desc,H
688,jkb.fokd.online,2024-11-19T17:25:53,A,SHOP,ECOM,樂信,rule-desc,H
689,hb.fokd.online,2024-11-19T17:25:53,A,SHOP,ECOM,樂信,rule-desc,H
690,ovuts.top,2024-02-19T01:36:46,A,SHOP,ECOM,樂信,rule-desc,H
691,lqznkxdvfy.my,2025-01-20T03:50:33,U,SHOP,,(generic 一頁式),rule-generic,L
692,wfcx.store,2024-11-07T07:19:27,U,SHOP,,(generic 一頁式),rule-generic,L
693,opjpo.top,2024-12-11T06:44:45,U,SHOP,,(generic 一頁式),rule-generic,L
694,www.transhares.top,2025-02-08T00:22:15,U,SHOP,,(generic 一頁式),rule-generic,L
695,datthime.com,2025-01-17T06:58:38,U,SHOP,,(generic 一頁式),rule-generic,L
696,stratifyinvest.my,2025-01-23T02:45:13,U,SHOP,,(generic 一頁式),rule-generic,L
697,careerboost.cc,2025-02-06T02:59:02,U,SHOP,,(generic 一頁式),rule-generic,L
698,hhhhedge.cc,2025-02-06T02:59:05,U,SHOP,,(generic 一頁式),rule-generic,L
699,jkb.jklove.online,2025-02-07T01:38:34,A,SHOP,ECOM,樂信,rule-desc,H
700,magnhcentlife.my,2025-02-06T02:58:59,U,SHOP,,(generic 一頁式),rule-generic,L
701,tw.zeddd.fun,2024-12-24T13:50:46,U,SHOP,,(generic 一頁式),rule-generic,L
702,invettstor.cc,2025-02-06T02:59:04,U,SHOP,,(generic 一頁式),rule-generic,L
703,poulol.com,2024-12-28T10:26:08,U,SHOP,,(generic 一頁式),rule-generic,L
704,www.kinshares.top,2024-11-30T15:51:48,U,SHOP,,(generic 一頁式),rule-generic,L
705,help-my-review-page-checker.org,2025-02-09T21:41:54,U,SHOP,,(generic 一頁式),rule-generic,L
706,wonplanddream.my,2025-02-06T02:58:48,U,SHOP,,(generic 一頁式),rule-generic,L
707,greenbuye.com,2024-06-22T06:34:47,U,SHOP,,(generic 一頁式),rule-generic,L
708,fbdrai.us,2025-01-04T14:41:04,U,SHOP,,(generic 一頁式),rule-generic,L
709,moonlitpath.cc,2025-02-06T02:59:05,U,SHOP,,(generic 一頁式),rule-generic,L
710,mysticstream.cc,2025-02-10T03:39:25,U,SHOP,,(generic 一頁式),rule-generic,L
711,tradeapex.top,2025-02-10T03:39:04,U,SHOP,,(generic 一頁式),rule-generic,L
712,marketforge.top,2025-02-10T03:39:05,U,SHOP,,(generic 一頁式),rule-generic,L
713,www.gotoshops.store,2024-07-26T06:49:31,U,SHOP,,(generic 一頁式),rule-generic,L
714,tg01.obxfwe.xyz,2024-12-03T14:16:16,U,SHOP,,(generic 一頁式),rule-generic,L
715,xincen.online,2025-02-07T01:38:33,A,SHOP,ECOM,樂信,rule-desc,H
716,menlifes.com,2024-07-08T02:32:18,A,SHOP,ECOM,樂信,rule-desc,H
717,jacklo.online,2025-02-14T02:57:55,A,SHOP,ECOM,樂信,rule-desc,H
718,twzfw.vip,2025-02-05T08:53:00,U,SHOP,,(generic 一頁式),rule-generic,L
719,twsw.info,2025-02-11T06:14:03,U,SHOP,,(generic 一頁式),rule-generic,L
720,fv.shopesess.vip,2024-12-27T11:49:03,A,SHOP,ECOM,蝦皮,rule-desc,H
721,do.shopeseess.shop,2025-01-15T14:17:59,A,SHOP,ECOM,蝦皮,rule-desc,H
722,www.viprakutenke.com,2025-02-18T14:59:00,A,SHOP,ECOM,台灣樂天,rule-desc,H
723,mistysky.my,2025-02-15T02:42:55,U,SHOP,,(generic 一頁式),rule-generic,L
724,www.sdfvcdsr.shop,2024-12-12T07:14:17,U,SHOP,,(generic 一頁式),rule-generic,L
725,www.goubaod88.shop,2024-11-17T10:23:55,U,SHOP,,(generic 一頁式),rule-generic,L
726,www.asgnoia.shop,2025-02-06T08:32:43,U,SHOP,,(generic 一頁式),rule-generic,L
727,thewrencher.com,2024-03-22T20:01:06,U,SHOP,,(generic 一頁式),rule-generic,L
728,dgbsdg.online,2024-10-28T08:11:18,U,SHOP,,(generic 一頁式),rule-generic,L
729,shop.tinghefu.com,2024-12-04T08:05:51,U,SHOP,,(generic 一頁式),rule-generic,L
730,geewefr.top,2024-12-23T02:50:17,U,SHOP,,(generic 一頁式),rule-generic,L
731,guchafang.top,2019-04-15T09:18:22,U,SHOP,,(generic 一頁式),rule-generic,L
732,ubfdrg.icu,2024-11-15T03:35:45,U,SHOP,,(generic 一頁式),rule-generic,L
733,streamintegrity.com,2024-10-28T11:31:10,U,SHOP,,(generic 一頁式),rule-generic,L
734,www.aweawl.shop,2025-02-13T09:25:34,U,SHOP,,(generic 一頁式),rule-generic,L
735,www.abnsiuf.shop,2025-02-04T09:06:12,U,SHOP,,(generic 一頁式),rule-generic,L
736,nwhhz.life,2025-02-07T06:49:24,U,SHOP,,(generic 一頁式),rule-generic,L
737,gfbfbfgk.fun,2024-10-10T05:54:20,U,SHOP,,(generic 一頁式),rule-generic,L
738,7r3ir.ustemik.co.in,2024-08-14T09:55:52,U,SHOP,,(generic 一頁式),rule-generic,L
739,www.tw88mall.shop,2024-11-08T06:13:21,U,SHOP,,(generic 一頁式),rule-generic,L
740,www.xiaobian-gongyi.com,2025-01-14T05:34:46,A,SHOP,ECOM,蝦皮,rule-desc,H
741,tw.shopee.selfhelp838.com,2025-01-24T06:27:03,A,SHOP,ECOM,蝦皮,rule-desc,H
742,newcps.yinyouwl.com,2020-07-03T01:41:42,U,SHOP,,(generic 一頁式),rule-generic,L
743,rakutenmershints.com,2025-01-25T07:38:18,A,SHOP,ECOM,台灣樂天,rule-desc,H
744,frostlight.my,2025-02-15T02:42:56,U,SHOP,,(generic 一頁式),rule-generic,L
745,keaotw.shop,2024-07-24T01:24:39,U,SHOP,,(generic 一頁式),rule-generic,L
746,tk.fbne.top,2024-07-02T02:45:25,U,SHOP,,(generic 一頁式),rule-generic,L
747,xaulaonr.shop,2024-12-11T01:59:23,U,SHOP,,(generic 一頁式),rule-generic,L
748,kdjtk.top,2025-01-22T15:35:34,U,SHOP,,(generic 一頁式),rule-generic,L
749,cnxiq.top,2024-09-27T03:50:20,A,SHOP,ECOM,樂信,rule-desc,H
750,a4.roudu.online,2025-02-07T01:38:28,A,SHOP,ECOM,樂信,rule-desc,H
751,www.vipggg.buzz,2024-03-11T18:45:39,U,SHOP,,(generic 一頁式),rule-generic,L
752,vip006.store,2024-08-07T05:59:49,U,SHOP,,(generic 一頁式),rule-generic,L
753,bwtkq.my,2025-02-23T03:00:34,U,SHOP,,(generic 一頁式),rule-generic,L
754,calyxis.my,2025-02-23T03:00:49,U,SHOP,,(generic 一頁式),rule-generic,L
755,www.dadaww.shop,2024-11-08T06:09:27,U,SHOP,,(generic 一頁式),rule-generic,L
756,bathtub.decisivekeyboard.info,2024-09-30T16:06:19,U,SHOP,,(generic 一頁式),rule-generic,L
757,profitdrive.cc,2025-02-23T03:00:25,U,SHOP,,(generic 一頁式),rule-generic,L
758,disabled-business-workspace.ubpages.com,2015-12-14T19:09:35,U,SHOP,,(generic 一頁式),rule-generic,L
759,smartinvest.my,2025-01-15T09:44:11,U,SHOP,,(generic 一頁式),rule-generic,L
760,kinsleycpa.top,2024-05-20T06:47:36,U,SHOP,,(generic 一頁式),rule-generic,L
761,www.dylane.online,2024-12-17T07:27:23,U,SHOP,,(generic 一頁式),rule-generic,L
762,voaahd.top,2025-02-10T06:56:51,U,SHOP,,(generic 一頁式),rule-generic,L
763,jkc.jklove.online,2025-02-07T01:38:34,A,SHOP,ECOM,樂信,rule-desc,H
764,huixa.online,2025-02-14T02:57:58,A,SHOP,ECOM,樂信,rule-desc,H
765,tw.shopee.selfhelp768.com,2025-02-26T16:18:18,A,SHOP,ECOM,蝦皮,rule-desc,H
766,www.salomontaiwan.com.tw,2023-09-07T17:42:07,U,SHOP,,(generic 一頁式),rule-generic,L
767,www.hoka-taiwan.com.tw,2023-05-23T11:59:04,U,SHOP,,(generic 一頁式),rule-generic,L
768,www.hokashop.com.tw,2024-01-04T17:45:38,U,SHOP,,(generic 一頁式),rule-generic,L
769,www.hokatw.com.tw,2022-11-18T17:35:05,U,SHOP,,(generic 一頁式),rule-generic,L
770,a.momo.qpon,2025-03-07T08:24:01,A,SHOP,ECOM,富邦,rule-desc,H
771,s.momo.qpon,2025-03-07T08:24:01,A,SHOP,ECOM,富邦,rule-desc,H
772,www.huodong-shopee.com,2025-02-24T09:31:38,A,SHOP,ECOM,蝦皮,rule-desc,H
773,xinbus.online,2025-02-21T06:23:01,A,SHOP,ECOM,樂信,rule-desc,H
774,hfdyr.icu,2024-11-18T09:54:28,A,SHOP,ECOM,樂信,rule-desc,H
775,www.mimob.top,2025-02-26T08:17:18,U,SHOP,,(generic 一頁式),rule-generic,L
776,www.line-top.top,2025-02-24T09:21:43,A,SHOP,TELCO,LINE,typosquat,M
777,tyyttyy.com,2025-03-03T08:12:09,U,SHOP,,(generic 一頁式),rule-generic,L
778,www.jhjvhfk.store,2025-02-17T09:50:51,U,SHOP,,(generic 一頁式),rule-generic,L
779,chmkue.life,2025-03-02T15:45:47,U,SHOP,,(generic 一頁式),rule-generic,L
780,dylane.online,2024-12-17T07:27:23,U,SHOP,,(generic 一頁式),rule-generic,L
781,civicsecurities.top,2024-04-22T08:17:18,U,SHOP,,(generic 一頁式),rule-generic,L
782,believe.baby,2024-11-18T04:55:50,U,SHOP,,(generic 一頁式),rule-generic,L
783,ym.8c1w8p.xyz,2024-12-03T14:16:16,U,SHOP,,(generic 一頁式),rule-generic,L
784,taibshopmall.com,2024-09-23T11:27:44,U,SHOP,,(generic 一頁式),rule-generic,L
785,y.azione.top,2024-11-23T07:34:40,U,SHOP,,(generic 一頁式),rule-generic,L
786,rnfxwm.cc,2025-03-06T09:18:59,U,SHOP,,(generic 一頁式),rule-generic,L
787,twxpa.xin,2025-03-04T05:08:10,U,SHOP,,(generic 一頁式),rule-generic,L
788,mnpqurl.top,2025-03-01T09:07:08,U,SHOP,,(generic 一頁式),rule-generic,L
789,www.16typeshub.online,2024-12-25T06:02:31,U,SHOP,,(generic 一頁式),rule-generic,L
790,ld.kud2ib.xyz,2025-03-03T08:45:12,U,SHOP,,(generic 一頁式),rule-generic,L
791,googleinvest.com,2025-03-06T05:42:29,U,SHOP,,(generic 一頁式),rule-generic,L
792,rakutense.com,2025-01-07T11:00:39,A,SHOP,ECOM,台灣樂天,rule-desc,H
793,www.xiapi-wenjuan.com,2025-03-06T15:09:54,A,SHOP,ECOM,蝦皮,rule-desc,H
794,www.tautness.com,2001-01-26T12:06:37,A,SHOP,ECOM,台灣樂天,rule-desc,H
795,momo.icu,2025-03-07T07:25:30,A,SHOP,ECOM,富邦,rule-desc,H
796,busiessqz.my,2025-03-06T09:18:32,U,SHOP,,(generic 一頁式),rule-generic,L
797,youtubefind.top,2025-02-13T10:11:04,U,SHOP,,(generic 一頁式),rule-generic,L
798,5qexlk.xyz,2025-03-03T08:45:13,U,SHOP,,(generic 一頁式),rule-generic,L
799,yallhoo.co,2024-12-25T10:34:25,U,SHOP,,(generic 一頁式),rule-generic,L
800,nhgnl.online,2024-09-06T08:14:57,U,SHOP,,(generic 一頁式),rule-generic,L
801,sicqtg.xyz,2025-03-03T08:45:12,U,SHOP,,(generic 一頁式),rule-generic,L
802,duoxio.top,2024-12-26T07:04:48,U,SHOP,,(generic 一頁式),rule-generic,L
803,coasttw.com,2022-06-27T03:06:55,U,SHOP,,(generic 一頁式),rule-generic,L
804,lphxvn.my,2025-03-06T09:18:47,U,SHOP,,(generic 一頁式),rule-generic,L
805,aaavt.asia,2025-02-27T08:59:50,U,SHOP,,(generic 一頁式),rule-generic,L
806,gfrweb.online,2025-02-25T14:12:25,U,SHOP,,(generic 一頁式),rule-generic,L
807,tradingcodepro.top,2025-03-06T14:24:20,U,SHOP,,(generic 一頁式),rule-generic,L
808,tradingdeckprime.top,2025-03-06T14:24:15,U,SHOP,,(generic 一頁式),rule-generic,L
809,dolphingroup.top,2025-01-13T04:08:02,U,SHOP,,(generic 一頁式),rule-generic,L
810,eaglepay.top,2025-01-13T04:08:02,U,SHOP,,(generic 一頁式),rule-generic,L
811,texing.top,2025-02-10T10:19:39,U,SHOP,,(generic 一頁式),rule-generic,L
812,fybsertv.shop,2024-12-12T07:14:16,U,SHOP,,(generic 一頁式),rule-generic,L
813,hbnn555sa.top,2025-03-13T06:00:21,U,SHOP,,(generic 一頁式),rule-generic,L
814,specialperson.shop,2025-03-11T08:01:33,U,SHOP,,(generic 一頁式),rule-generic,L
815,angret.com,2016-05-31T09:43:30,U,SHOP,,(generic 一頁式),rule-generic,L
816,murfg.xyz,2025-03-04T09:11:33,U,SHOP,,(generic 一頁式),rule-generic,L
817,stockaistudy.shop,2025-03-10T08:35:55,U,SHOP,,(generic 一頁式),rule-generic,L
818,ecpaytwa.com,2025-03-05T08:29:36,U,SHOP,,(generic 一頁式),rule-generic,L
819,bauysfa.shop,2025-02-04T09:06:15,U,SHOP,,(generic 一頁式),rule-generic,L
820,51gapk.com,2025-03-18T03:49:40,U,SHOP,,(generic 一頁式),rule-generic,L
821,jacklo.store,2025-02-14T02:57:58,U,SHOP,,(generic 一頁式),rule-generic,L
822,xinbus.shop,2025-02-21T06:23:07,A,SHOP,ECOM,樂信,rule-desc,H
823,twtgtw.net,2025-03-19T12:57:00,U,SHOP,,(generic 一頁式),rule-generic,L
824,glowyouth.shop,2025-03-14T07:39:42,A,SHOP,ECOM,樂信,rule-desc,H
825,viprakutensve.com,2025-03-15T08:22:34,A,SHOP,ECOM,台灣樂天,rule-desc,H
826,dcdsdwgk.top,2025-03-17T06:31:38,A,SHOP,ECOM,樂信,rule-desc,H
827,rujsa.online,2025-03-24T06:45:52,A,SHOP,ECOM,樂信,rule-desc,H
828,kunad.online,2025-03-17T03:33:12,A,SHOP,ECOM,樂信,rule-desc,H
829,ratutenonline.jp,2025-03-24T06:45:52,A,SHOP,ECOM,台灣樂天,rule-desc,H
830,kunni.online,2025-03-04T06:35:28,A,SHOP,ECOM,樂信,rule-desc,H
831,lianghu.online,2025-02-25T01:55:16,A,SHOP,ECOM,樂信,rule-desc,H
832,xinxina.store,2025-03-27T03:34:14,A,SHOP,ECOM,樂信,rule-desc,H
833,fengsa.online,2025-03-17T03:33:08,A,SHOP,ECOM,樂信,rule-desc,H
834,xinxina.online,2025-03-27T03:34:12,A,SHOP,ECOM,樂信,rule-desc,H
835,fsolw.top,2025-03-19T05:54:57,A,SHOP,ECOM,樂信,rule-desc,H
836,dferrtgk.top,2025-03-17T06:31:37,A,SHOP,ECOM,樂信,rule-desc,H
837,www.techinhk.shop,2024-12-23T12:04:29,A,SHOP,ECOM,樂信,rule-desc,H
838,huisw.store,2025-03-10T05:48:15,A,SHOP,ECOM,樂信,rule-desc,H
839,www.xiaxiaobian-wenjuan.com,2025-03-25T03:48:10,A,SHOP,ECOM,蝦皮,rule-desc,H
840,www.todayetmalles.com,2025-03-18T05:45:37,A,SHOP,ECOM,東森購物,rule-desc,H
841,rakutensn.com,2025-01-07T11:00:39,A,SHOP,ECOM,台灣樂天,rule-desc,H
842,rujsa.store,2025-03-24T06:45:57,A,SHOP,ECOM,樂信,rule-desc,H
843,kunni.store,2025-03-04T06:35:27,A,SHOP,ECOM,樂信,rule-desc,H
844,eadiu.top,2024-08-23T02:45:13,A,SHOP,ECOM,樂信,rule-desc,H
845,mnusr.top,2024-08-01T02:54:19,A,SHOP,ECOM,樂信,rule-desc,H
846,zsikc.top,2024-09-29T01:03:57,A,SHOP,ECOM,樂信,rule-desc,H
847,xinchua.online,2025-03-17T03:33:07,A,SHOP,ECOM,樂信,rule-desc,H
848,rakutenmerchaots.com,2025-03-06T12:41:57,A,SHOP,ECOM,台灣樂天,rule-desc,H
849,rakutensq.com,2025-04-03T11:59:54,A,SHOP,ECOM,台灣樂天,rule-desc,H
850,fengog.com,2025-04-02T02:25:04,A,SHOP,ECOM,樂信,rule-desc,H
851,lianghu.shop,2025-02-25T01:55:23,A,SHOP,ECOM,樂信,rule-desc,H
852,dbgrtyu.top,2025-03-20T07:21:49,A,SHOP,ECOM,樂信,rule-desc,H
853,droz.store,2024-10-15T05:54:15,A,SHOP,ECOM,樂信,rule-desc,H
